object_id,object_type,lat,lon,current_name,suggested_name,suggested_action,suggestion_reason,issue_count,issue_types,candidate_names,province,road,address,osm_id,osm_name,google_place_id,source_datasets,reviewed_name,review_status,review_note,ai_suggested_name,ai_confidence,ai_reason
vn-toll-results-6e730c62d2763e,toll_station,9.314628,105.017323,Trạm thu phí Cầu Qua Sông Cái Tàu,Trạm thu phí Cầu Qua Sông Cái Tàu,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Qua Sông Cái Tàu | Trạm thu phí Cầu Qua Sông Cái Tàu,,,"8278+VW4 Trạm Thu phí Cầu Qua Sông Cái Tàu, Cái Tàu - Nguyên Phích - U Minh - Tiêu Dừa, Khánh An, Cà Mau, Việt Nam",,,ChIJ2SWrf1jNpjER7t5ZSe_JDZA,colleague_google_maps_results,,,,,,
vn-toll-results-28d3bc49a698e9,toll_station,9.069026,104.967868,Trạm thu phí Cầu Trần Văn Thời,Trạm thu phí Cầu Trần Văn Thời,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Trần Văn Thời | Trạm thu phí Cầu Trần Văn Thời,,,"3X99+J49 Trạm Thu phí Cầu Trần Văn Thời, Cầu, Trần Văn Thời, Cà Mau, Việt Nam",,,ChIJ0_hBaB2zpjER4DVwJOU19K8,colleague_google_maps_results,,,,,,
vn-toll-results-adcaa96d531180,toll_station,9.438099,104.930935,Trạm thu phí Cầu qua Sông Cái Tàu,Trạm thu phí Cầu qua Sông Cái Tàu,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu qua Sông Cái Tàu | Trạm thu phí Cầu qua Sông Cái Tàu,,,"CWQJ+69 Trạm Thu phí Cầu qua Sông Cái Tàu, Nguyễn Phích, Cà Mau, Việt Nam",,,ChIJRz-oZYDRpjER2YLBitP6cPI,colleague_google_maps_results,,,,,,
vn-toll-results-c53dfe0022532c,toll_station,9.460895,105.044275,Trạm thu phí Cầu treo Tân Bằng,Trạm thu phí Cầu treo Tân Bằng,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu treo Tân Bằng | Trạm thu phí Cầu treo Tân Bằng,,,"F26V+9P2 Trạm Thu phí Cầu treo Tân Bằng, Biển Bạch, Cà Mau, Việt Nam",,,ChIJI8EHaLstoTERaxgtUb78lKo,colleague_google_maps_results,,,,,,
vn-toll-results-56e61462afce7f,toll_station,10.516136,105.321055,Trạm thu phí Cầu Đình Bình Thủy,Trạm thu phí Cầu Đình Bình Thủy,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Đình Bình Thủy | Trạm thu phí Cầu Đình Bình Thủy,,,"G88C+FH7 Trạm Thu phí Cầu Đình Bình Thủy, Bình Mỹ, An Giang, Việt Nam",,,ChIJjTEzMgAVCjERxKrPu0voOvo,colleague_google_maps_results,,,,,,
vn-toll-results-4af1a34590c361,toll_station,20.107342,105.54336,Trạm thu phí Cẩm Vân,Trạm thu phí Cẩm Vân,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cẩm Vân | Trạm thu phí Cẩm Vân,,,"4G4V+W8Q Trạm Thu phí Cẩm Vân, Cầu phao Cẩm Vân, Cẩm Vân, Thanh Hóa, Việt Nam",,,ChIJi63sFCyTNjERGeewXN63IhQ,colleague_google_maps_results,,,,,,
vn-toll-results-8a1e5b19f33024,toll_station,11.746694,109.056815,Trạm thu phí Du Long,Trạm thu phí Du Long,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Du Long | Trạm thu phí Du Long,,,"P3W4+MPG Trạm Thu phí Du Long, Thuận Bắc, Khánh Hòa, Việt Nam",,,ChIJL6ggWADDcDERBzuNqXdM8Es,colleague_google_maps_results,,,,,,
vn-toll-results-022c2d4e049418,toll_station,20.856773,106.294329,Trạm thu phí Gia Lộc,Trạm thu phí Gia Lộc,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Gia Lộc | Trạm thu phí Gia Lộc,,,"V74V+PP4 Trạm Thu phí Gia Lộc, Gia Phúc, Hải Phòng, Việt Nam",,,ChIJCeT8TwCRNTERgMQXKyn9ynQ,colleague_google_maps_results,,,,,,
vn-toll-results-de8a43dad059a1,toll_station,15.710278,108.3354,Trạm thu phí Hà Lam,Trạm thu phí Hà Lam,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Hà Lam | Trạm thu phí Hà Lam,,,"P86P+456 Trạm Thu phí Hà Lam, ĐCT Đà Nẵng – Quảng Ngãi, Thăng Bình, Đà Nẵng, Việt Nam",,,ChIJWao36JPhaTER9wYqNfMbTqQ,colleague_google_maps_results,,,,,,
vn-toll-results-a7826df3ecbebc,toll_station,21.097299,107.353365,Trạm thu phí IC Cẩm Y,Trạm thu phí IC Cẩm Y,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí IC Cẩm Y | Trạm thu phí IC Cẩm Y,,,"39W3+W89 Trạm Thu phí IC Cẩm Y, Hải Hòa, Quảng Ninh, Việt Nam",,,ChIJOwqjpXsDSzERICisN6qU4VI,colleague_google_maps_results,,,,,,
vn-toll-results-0c9c1042e1b704,toll_station,21.698947,104.841234,Trạm thu phí IC13,Trạm thu phí IC13,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí IC13 | Trạm thu phí IC13,,,"Bến Xe Khách Nước Mát, QL37, Âu Lâu, Lào Cai, Việt Nam",,,ChIJ0wq6MQBFMzERLMCh-bMDFg8,colleague_google_maps_results,,,,,,
vn-toll-results-3f24069383f14c,toll_station,11.313348,108.724658,Trạm thu phí Km 133+770,Trạm thu phí Km 133+770,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Km 133+770 | Trạm thu phí Km 133+770,,,"8P7F+8VM Trạm Thu phí Km 133+770, CT01, Vĩnh Hảo, Lâm Đồng, Việt Nam",,,ChIJi7g-BQDXdjERY3R0C3IqHb0,colleague_google_maps_results,,,,,,
vn-toll-results-a521fbe8e35eee,toll_station,18.956451,105.561797,Trạm thu phí Km 430+500,Trạm thu phí Km 430+500,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Km 430+500 | Trạm thu phí Km 430+500,,,"XH46+HPM Trạm Thu phí Km 430+500, CT01, Minh Châu, Nghệ An, Việt Nam",,,ChIJJW60CwBjNzERS6uHnTw2AJU,colleague_google_maps_results,,,,,,
vn-toll-results-9dc19a42074b4a,toll_station,13.944457,108.857778,Trạm thu phí Km 49+550 Quốc lộ 19,Trạm thu phí Km 49+550 Quốc lộ 19,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Km 49+550 Quốc lộ 19 | Trạm thu phí Km 49+550 Quốc lộ 19,,,"WVV5+Q4J Trạm Thu phí Km 49+550 Quốc lộ 19, Bình Liên, Bình Khê, Gia Lai, Việt Nam",,,ChIJlcsmBKshbzERBKaTfAUJArQ,colleague_google_maps_results,,,,,,
vn-toll-results-9fdb7bd62b601c,toll_station,10.335235,105.896793,Trạm thu phí Km 98+320,Trạm thu phí Km 98+320,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Km 98+320 | Trạm thu phí Km 98+320,,,"8VMW+M43 Trạm Thu phí Km98+320, Cầu, Bầu Giai 1, Thanh Hưng, Đồng Tháp, Việt Nam",,,ChIJLx9HIACFCjERlUHZs_rJpGs,colleague_google_maps_results,,,,,,
vn-toll-results-f5b1c9ee7be221,toll_station,10.669806,106.549196,Trạm thu phí Mỹ Yên,Trạm thu phí Mỹ Yên,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Mỹ Yên | Trạm thu phí Mỹ Yên,,,"MG9X+WM Trạm Thu phí Mỹ Yên, Mỹ Yên, Tây Ninh, Việt Nam",,,ChIJk9edVAAzdTER12_bj9WLITk,colleague_google_maps_results,,,,,,
vn-toll-results-266c1e08c589a2,toll_station,18.823337,105.586381,Trạm thu phí Nghi Phương,Trạm thu phí Nghi Phương,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nghi Phương | Trạm thu phí Nghi Phương,,,"RHFP+8HJ Trạm Thu phí Nghi Phương, Thần Lĩnh, Nghệ An, Việt Nam",,,ChIJn_gIegDZOTERyZMTzj9xEec,colleague_google_maps_results,,,,,,
vn-toll-results-fad32966cfa215,toll_station,10.695588,106.615414,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,,,"Đường Nguyễn Văn Linh, Bình Chánh, Hồ Chí Minh, Việt Nam",,,ChIJszXdJhAydTERntPTXMNjD9U,colleague_google_maps_results,,,,,,
vn-toll-results-bb9426cc4e67e1,toll_station,10.729191,106.695497,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,,,"Main gate - Cổng chính, 702 Đường Nguyễn Văn Linh, Tân Hưng, Hồ Chí Minh 700000, Việt Nam",,,ChIJlVnftr4vdTERiUy8Caxm-b4,colleague_google_maps_results,,,,,,
vn-toll-results-17fee3612cf4d5,toll_station,10.816613,106.601444,Trạm thu phí Ngã tư Gò Mây,Trạm thu phí Ngã tư Gò Mây,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Ngã tư Gò Mây | Trạm thu phí Ngã tư Gò Mây,,,"215 QL1A, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",,,ChIJUb4yDAArdTERak1fsgrXH5o,colleague_google_maps_results,,,,,,
vn-toll-results-de8a81843b9749,toll_station,12.507261,109.068792,Trạm thu phí Ninh Xuân,Trạm thu phí Ninh Xuân,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Ninh Xuân | Trạm thu phí Ninh Xuân,,,"G349+WG3 Trạm Thu phí Ninh Xuân, Phước Lâm, Tân Định, Khánh Hòa, Việt Nam",,,ChIJ1ba7NAA5cDERATRE9m4iHjA,colleague_google_maps_results,,,,,,
vn-toll-results-a300be367f4317,toll_station,11.630338,108.895937,Trạm thu phí Phan Rang,Trạm thu phí Phan Rang,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Phan Rang | Trạm thu phí Phan Rang,,,"JVJW+49 Trạm Thu phí Phan Rang, Nha Hố, Đô Vinh, Khánh Hòa, Việt Nam",,,ChIJAw6tdwDZcDERHeaqxSHh5_g,colleague_google_maps_results,,,,,,
vn-toll-results-d2c3a2fa53e365,toll_station,22.315763,104.178686,Trạm thu phí Phố Lu (IC17),Trạm thu phí Phố Lu (IC17),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Phố Lu (IC17) | Trạm thu phí Phố Lu (IC17),,,"857H+HVW Trạm Thu phí Phố Lu (IC17), Bảo Thắng, Lào Cai, Việt Nam",,,ChIJdaI8JwAjzTYRLfySwGPT2N4,colleague_google_maps_results,,,,,,
vn-toll-results-87b32e88b6f14c,toll_station,10.765087,106.961871,Trạm thu phí Quốc lộ 51,Trạm thu phí Quốc lộ 51,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 51 | Trạm thu phí Quốc lộ 51,,,"QX86+2PQ Trạm Thu phí Quốc lộ 51, Long Thành, Đồng Nai, Việt Nam",,,ChIJRy_SCQAZdTERFVX0YjSemWw,colleague_google_maps_results,,,,,,
vn-toll-results-1c40652edb303e,toll_station,18.534196,105.657742,Trạm thu phí Quốc lộ 8A,Trạm thu phí Quốc lộ 8A,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 8A | Trạm thu phí Quốc lộ 8A,,,"GMM4+7V Trạm Thu phí Quốc lộ 8A, Đức Thịnh, Hà Tĩnh, Việt Nam",,,ChIJe9hQSQDJOTERndO-k7SJ3Y0,colleague_google_maps_results,,,,,,
vn-toll-results-852b9a6b761f54,toll_station,21.438924,105.123438,Trạm thu phí Sai Nga (IC10),Trạm thu phí Sai Nga (IC10),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sai Nga (IC10) | Trạm thu phí Sai Nga (IC10),,,"C4QF+H9 Trạm Thu phí Sai Nga (IC10), Cẩm Khê, Phú Thọ, Việt Nam",,,ChIJVVmHaACdNDERfEY0NR4vT_E,colleague_google_maps_results,,,,,,
vn-toll-results-cb934a0bf0ccfe,toll_station,12.664256,108.114946,Trạm thu phí Sân bay Buôn Ma Thuột,Trạm thu phí Sân bay Buôn Ma Thuột,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Buôn Ma Thuột | Trạm thu phí Sân bay Buôn Ma Thuột,,,"Trạm thu phí, Đ. Đam San, Tân Lập, Đắk Lắk, Việt Nam",,,ChIJ7ZD6VAD3cTERMvum7vMsPag,colleague_google_maps_results,,,,,,
vn-toll-results-b3e81bf484735a,toll_station,15.415423,108.703482,Trạm thu phí Sân bay Chu Lai,Trạm thu phí Sân bay Chu Lai,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Chu Lai | Trạm thu phí Sân bay Chu Lai,,,"CP83+599 Trạm Thu phí Sân bay Chu Lai, Núi Thành, Đà Nẵng, Việt Nam",,,ChIJxYlnEwDJaTERJr7HqJskFVQ,colleague_google_maps_results,,,,,,
vn-toll-results-8da48e912d0c21,toll_station,9.175154,105.175839,Trạm thu phí Sân bay Cà Mau,Trạm thu phí Sân bay Cà Mau,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Cà Mau | Trạm thu phí Sân bay Cà Mau,,,"55GG+388 Trạm Thu phí Sân bay Cà Mau, Tân Thành, Cà Mau, Việt Nam",,,ChIJK0poAgBJoTERgv_l_rz0Uzw,colleague_google_maps_results,,,,,,
vn-toll-results-812f332fb6a582,toll_station,8.730259,106.628381,Trạm thu phí Sân bay Côn Đảo,Trạm thu phí Sân bay Côn Đảo,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Côn Đảo | Trạm thu phí Sân bay Côn Đảo,,,"PJJH+492 Trạm Thu phí Sân bay Côn Đảo, đảo, Côn Đảo, Hồ Chí Minh, Việt Nam",,,ChIJRyBEfgCrmDERLjEIoUff9qo,colleague_google_maps_results,,,,,,
vn-toll-results-e5947651734d79,toll_station,11.746721,108.370191,Trạm thu phí Sân bay Liên Khương,Trạm thu phí Sân bay Liên Khương,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Liên Khương | Trạm thu phí Sân bay Liên Khương,,,"P9WC+M3P Trạm Thu phí Sân bay Liên Khương, Đức Trọng, Lâm Đồng, Việt Nam",,,ChIJz744QwBBcTEReGlc6-KjoPM,colleague_google_maps_results,,,,,,
vn-toll-results-5322ec51832366,toll_station,13.953545,109.050349,Trạm thu phí Sân bay Phù Cát,Trạm thu phí Sân bay Phù Cát,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Phù Cát | Trạm thu phí Sân bay Phù Cát,,,"X332+95F Trạm Thu phí Sân bay Phù Cát, Phù Cát, Gia Lai, Việt Nam",,,ChIJTdrUOAA9bzERPZwFPoott_M,colleague_google_maps_results,,,,,,
vn-toll-results-9d556e8755f432,toll_station,16.394408,107.698361,Trạm thu phí Sân bay Phú Bài,Trạm thu phí Sân bay Phú Bài,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Phú Bài | Trạm thu phí Sân bay Phú Bài,,,"9MWX+4P3 Trạm Thu phí Sân bay Phú Bài, Phú Bài, Huế, Việt Nam",,,ChIJA3ePeIKZQTERkQxe43EL2o8,colleague_google_maps_results,,,,,,
vn-toll-results-89f2f678011e91,toll_station,10.159664,103.99769,Trạm thu phí Sân bay Phú Quốc,Trạm thu phí Sân bay Phú Quốc,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Phú Quốc | Trạm thu phí Sân bay Phú Quốc,,,"5X5X+V38 Trạm Thu phí Sân bay Phú Quốc, Lối Ra Xa lộ Phú Quốc, Phú Quốc, An Giang, Việt Nam",,,ChIJfyPGPACNpzERG1FuuqDMn5w,colleague_google_maps_results,,,,,,
vn-toll-results-f5cbe3fb32560c,toll_station,9.960942,105.133597,Trạm thu phí Sân bay Rạch Giá,Trạm thu phí Sân bay Rạch Giá,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Rạch Giá | Trạm thu phí Sân bay Rạch Giá,,,"X46M+9CH Trạm Thu phí Sân bay Rạch Giá, Rạch Giá, An Giang, Việt Nam",,,ChIJMcwTTAC3oDER4fpfByNmHp4,colleague_google_maps_results,,,,,,
vn-toll-results-227af1af3afdf1,toll_station,19.892215,105.473591,Trạm thu phí Sân bay Thọ Xuân,Trạm thu phí Sân bay Thọ Xuân,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Thọ Xuân | Trạm thu phí Sân bay Thọ Xuân,,,"VFRF+VCP Trạm Thu phí Sân bay Thọ Xuân, Xuân Hòa, Thanh Hóa, Việt Nam",,,ChIJKzazTwDpNjERqEVMdlsoI6s,colleague_google_maps_results,,,,,,
vn-toll-results-87932c98aea4d2,toll_station,13.05066,109.346302,Trạm thu phí Sân bay Tuy Hoà,Trạm thu phí Sân bay Tuy Hoà,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Tuy Hoà | Trạm thu phí Sân bay Tuy Hoà,,,"382W+7G7 Trạm Thu phí Sân bay Tuy Hoà, Phú Yên, Đắk Lắk, Việt Nam",,,ChIJ3_zN9X7vbzER4H8yyV8Li_8,colleague_google_maps_results,,,,,,
vn-toll-results-939faa49c400d0,toll_station,16.050873,108.206409,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,,,"3624+8HV Trạm Thu phí Sân bay Đà Nẵng, Hòa Cường, Đà Nẵng 550000, Việt Nam",,,ChIJa9ovTAAZQjERdvvdD11orkg,colleague_google_maps_results,,,,,,
vn-toll-results-84e23a122c88c0,toll_station,16.058042,108.20406,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,,,"3653+6J7 Trạm Thu phí Sân bay Đà Nẵng, Nguyễn Văn Linh, Hòa Cường, Đà Nẵng 550000, Việt Nam",,,ChIJGeTBdwAZQjERBKv6xInnt7U,colleague_google_maps_results,,,,,,
vn-toll-results-d1f02767544d7f,toll_station,10.972717,106.800761,Trạm thu phí Số 1 - ĐT768,Trạm thu phí Số 1 - ĐT768,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 1 - ĐT768 | Trạm thu phí Số 1 - ĐT768,,,"XRF2+38J Trạm Thu phí Số 1 - ĐT768, Trấn Biên, Đồng Nai, Việt Nam",,,ChIJCXjIU3bbdDER5LCWTLTeA1w,colleague_google_maps_results,,,,,,
vn-toll-results-7d8a668438a5d0,toll_station,10.974075,106.771396,Trạm thu phí Số 2 - ĐT747A Km 1+670,Trạm thu phí Số 2 - ĐT747A Km 1+670,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 2 - ĐT747A Km 1+670 | Trạm thu phí Số 2 - ĐT747A Km 1+670,,,"XQFC+JHJ Trạm Thu phí Số 2 - ĐT747A Km 1+670, ĐT743, Tân Đông Hiệp, Hồ Chí Minh, Việt Nam",,,ChIJM-LNqrbbdDERTMwYp69CXGI,colleague_google_maps_results,,,,,,
vn-toll-results-1c57136a69c8e5,toll_station,10.980267,106.847811,Trạm thu phí Số 2A - ĐT768,Trạm thu phí Số 2A - ĐT768,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 2A - ĐT768 | Trạm thu phí Số 2A - ĐT768,,,"XRJX+443 Trạm Thu phí Số 2A - ĐT768, Đ. Đồng Khởi, Trảng Dài, Đồng Nai, Việt Nam",,,ChIJ_RPa00bcdDERn4TO4BjNuxA,colleague_google_maps_results,,,,,,
vn-toll-results-6e4533b3acd003,toll_station,11.028277,106.777486,Trạm thu phí Số 3 - ĐT 747A Km 9+120,Trạm thu phí Số 3 - ĐT 747A Km 9+120,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 3 - ĐT 747A Km 9+120 | Trạm thu phí Số 3 - ĐT 747A Km 9+120,,,"2QHG+8X9 Trạm Thu phí Số 3 - ĐT 747A Km 9+120, Tân Hiệp, Hồ Chí Minh, Việt Nam",,,ChIJx9z1oCHbdDERlhH0jSjjxBc,colleague_google_maps_results,,,,,,
vn-toll-results-118a315fd99ba0,toll_station,11.028268,106.913057,Trạm thu phí Số 3A - ĐT768,Trạm thu phí Số 3A - ĐT768,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 3A - ĐT768 | Trạm thu phí Số 3A - ĐT768,,,"2WH7+863 Trạm Thu phí Số 3A - ĐT768, ĐT768, Tân An, Đồng Nai, Việt Nam",,,ChIJrRxkUQDndDERiewBSVfvgYM,colleague_google_maps_results,,,,,,
vn-toll-results-4d20271e734d74,toll_station,11.023644,106.899633,Trạm thu phí Số 3B - ĐT768,Trạm thu phí Số 3B - ĐT768,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Số 3B - ĐT768 | Trạm thu phí Số 3B - ĐT768,,,"2VFX+FV2 Trạm Thu phí Số 3B - ĐT768, Trảng Dài, Đồng Nai, Việt Nam",,,ChIJN7XLHljddDERUE6la08n1GU,colleague_google_maps_results,,,,,,
vn-toll-results-17bd13a8f54c64,toll_station,21.357265,105.606161,Trạm thu phí Tam Đảo (IC4),Trạm thu phí Tam Đảo (IC4),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Tam Đảo (IC4) | Trạm thu phí Tam Đảo (IC4),,,"9J44+WF3 Trạm Thu phí Tam Đảo (IC4), Tam Dương, Phú Thọ, Việt Nam",,,ChIJBUvlRdjlNDERSnQID_1eak0,colleague_google_maps_results,,,,,,
vn-toll-results-386eef74a7fe33,toll_station,10.435296,106.295124,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra | Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,,,"C7PW+429 Trạm Thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra, Long Hưng, Đồng Tháp 84000, Việt Nam",,,ChIJKUv9PAC7CjERcOJhLZRPoP0,colleague_google_maps_results,,,,,,
vn-toll-results-1a88faa5c34efa,toll_station,20.87189,105.877504,Trạm thu phí Thường Tín,Trạm thu phí Thường Tín,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Thường Tín | Trạm thu phí Thường Tín,,,"VVCG+MH5 Trạm Thu phí Thường Tín, Hồng Vân, Hà Nội, Việt Nam",,,ChIJ-YV7fwCxNTERe6R_ktf5VIU,colleague_google_maps_results,,,,,,
vn-toll-results-832551acb9094e,toll_station,12.561158,107.822379,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),Trạm thu phí Toàn Mỹ 14 (Km 1807+500),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Toàn Mỹ 14 (Km 1807+500) | Trạm thu phí Toàn Mỹ 14 (Km 1807+500),,,"HR6C+FX6 Trạm Thu phí Toàn Mỹ 14 (Km 1807+500), AH17, Đắk Mil, Lâm Đồng, Việt Nam",,,ChIJoS-mSX09cjERn4KVEKBHMpw,colleague_google_maps_results,,,,,,
vn-toll-results-43cd4ceb51a555,toll_station,22.152732,104.343695,Trạm thu phí Văn Bàn (IC16),Trạm thu phí Văn Bàn (IC16),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Văn Bàn (IC16) | Trạm thu phí Văn Bàn (IC16),,,"582V+GF Trạm Thu phí Văn Bàn (IC16), Bảo Hà, Lào Cai, Việt Nam",,,ChIJBzL7PADXzDYRXzd94j-bFjE,colleague_google_maps_results,,,,,,
vn-toll-results-bb234595df3e9c,toll_station,10.81902,106.757905,Trạm thu phí Xa Lộ Hà Nội,Trạm thu phí Xa Lộ Hà Nội,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Xa Lộ Hà Nội | Trạm thu phí Xa Lộ Hà Nội,,,"B11 Đường 106, Khu phố 1, Thủ Đức, Hồ Chí Minh, Việt Nam",,,ChIJeZeYu3gndTERlLmOeWUAA8Y,colleague_google_maps_results,,,,,,
vn-toll-results-b2d41027212383,toll_station,10.823889,106.759614,Trạm thu phí Xa lộ Hà Nội,Trạm thu phí Xa lộ Hà Nội,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Xa lộ Hà Nội | Trạm thu phí Xa lộ Hà Nội,,,"Trạm thu phí xa lộ Hà Nội, Võ Nguyên Giáp, Phước Long, Hồ Chí Minh, Việt Nam",,,ChIJQyPOL1ImdTERImN9ej9OrDA,colleague_google_maps_results,,,,,,
vn-toll-results-bb6920af6c9fa1,toll_station,22.343404,104.106081,Trạm thu phí Xuân Giao (IC18),Trạm thu phí Xuân Giao (IC18),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Xuân Giao (IC18) | Trạm thu phí Xuân Giao (IC18),,,"84V4+9C8 Trạm Thu phí Xuân Giao (IC18), Gia Phú, Lào Cai, Việt Nam",,,ChIJYcitbAAjzTYRn38a379bYrw,colleague_google_maps_results,,,,,,
vn-toll-results-e3b23ff691ff97,toll_station,21.648031,104.891031,Trạm thu phí Yên Bái (IC12),Trạm thu phí Yên Bái (IC12),keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Yên Bái (IC12) | Trạm thu phí Yên Bái (IC12),,,"JVXR+6C7 Trạm Thu phí Yên Bái (IC12), Âu Cơ, Âu Lâu, Lào Cai, Việt Nam",,,ChIJ8zNVC-pdMzERDtz2T3WxAgw,colleague_google_maps_results,,,,,,
vn-toll-results-4427bf100242b5,toll_station,10.838926,107.147478,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,keep,current name is acceptable by rules,2,missing_province_context;missing_road_context,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây | Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,,,"CT01, Xuân Quế, Đồng Nai, Việt Nam",,,ChIJRUbQHwADdTER65FDMYUuLlw,colleague_google_maps_results,,,,,,
vn-toll-results-e9bcdc9b6ca90e,toll_station,10.824753,106.603516,Trạm thu phí Đường M1,Trạm thu phí Đường M1,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đường M1 | Trạm thu phí Đường M1,,,"43 Đ. M1, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",,,ChIJ_cMXGQArdTERc7h2HoShbBE,colleague_google_maps_results,,,,,,
vn-toll-results-77e47d2d58be12,toll_station,10.789745,106.595885,Trạm thu phí Đường Tân Kỳ Tân Quý,Trạm thu phí Đường Tân Kỳ Tân Quý,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Đường Tân Kỳ Tân Quý | Trạm thu phí Đường Tân Kỳ Tân Quý,,,"QHQW+V9R Trạm Thu phí Đường Tân Kỳ Tân Quý, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",,,ChIJje5jMXcsdTERRVIGhUuiaQo,colleague_google_maps_results,,,,,,
