object_id,object_type,lat,lon,current_name,candidate_names,issue_types,rule_suggested_name,rule_suggested_action,ai_suggested_name,ai_action_original,ai_action_final,ai_confidence,ai_reason,final_review_decision,final_name,reviewer_note
vn-toll-results-9fdb7bd62b601c,toll_station,10.335235,105.896793,Trạm thu phí Km 98+320,Trạm thu phí Km 98+320 | Trạm thu phí Km 98+320,missing_province_context,Trạm thu phí Km 98+320,keep,Trạm thu phí Km 98+320,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Km 98+320,
vn-toll-results-f5b1c9ee7be221,toll_station,10.669806,106.549196,Trạm thu phí Mỹ Yên,Trạm thu phí Mỹ Yên | Trạm thu phí Mỹ Yên,missing_province_context,Trạm thu phí Mỹ Yên,keep,Trạm thu phí Mỹ Yên,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Mỹ Yên,
vn-toll-results-266c1e08c589a2,toll_station,18.823337,105.586381,Trạm thu phí Nghi Phương,Trạm thu phí Nghi Phương | Trạm thu phí Nghi Phương,missing_province_context,Trạm thu phí Nghi Phương,keep,Trạm thu phí Nghi Phương,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Nghi Phương,
vn-toll-results-fad32966cfa215,toll_station,10.695588,106.615414,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,missing_province_context,Trạm thu phí Nguyễn Văn Linh,keep,Trạm thu phí Nguyễn Văn Linh,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nguyễn Văn Linh,
vn-toll-results-bb9426cc4e67e1,toll_station,10.729191,106.695497,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,missing_province_context,Trạm thu phí Nguyễn Văn Linh,keep,Trạm thu phí Nguyễn Văn Linh,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nguyễn Văn Linh,
vn-toll-results-17fee3612cf4d5,toll_station,10.816613,106.601444,Trạm thu phí Ngã tư Gò Mây,Trạm thu phí Ngã tư Gò Mây | Trạm thu phí Ngã tư Gò Mây,missing_province_context,Trạm thu phí Ngã tư Gò Mây,keep,Trạm thu phí Ngã tư Gò Mây,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Ngã tư Gò Mây,
vn-toll-results-de8a81843b9749,toll_station,12.507261,109.068792,Trạm thu phí Ninh Xuân,Trạm thu phí Ninh Xuân | Trạm thu phí Ninh Xuân,missing_province_context,Trạm thu phí Ninh Xuân,keep,Trạm thu phí Ninh Xuân,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Ninh Xuân,
vn-toll-results-a300be367f4317,toll_station,11.630338,108.895937,Trạm thu phí Phan Rang,Trạm thu phí Phan Rang | Trạm thu phí Phan Rang,missing_province_context,Trạm thu phí Phan Rang,keep,Trạm thu phí Phan Rang,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Phan Rang,
vn-toll-results-d2c3a2fa53e365,toll_station,22.315763,104.178686,Trạm thu phí Phố Lu (IC17),Trạm thu phí Phố Lu (IC17) | Trạm thu phí Phố Lu (IC17),missing_province_context,Trạm thu phí Phố Lu (IC17),keep,Trạm thu phí Phố Lu,rename,keep,0.9,"Tên hiện tại có phần ngoặc '(IC17)' không cần thiết và không có trong nguồn Google, tên đã rõ ràng và khớp với nguồn chính thức.",keep,Trạm thu phí Phố Lu (IC17),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-87b32e88b6f14c,toll_station,10.765087,106.961871,Trạm thu phí Quốc lộ 51,Trạm thu phí Quốc lộ 51 | Trạm thu phí Quốc lộ 51,missing_province_context,Trạm thu phí Quốc lộ 51,keep,Trạm thu phí Quốc lộ 51,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Quốc lộ 51,
vn-toll-results-1c40652edb303e,toll_station,18.534196,105.657742,Trạm thu phí Quốc lộ 8A,Trạm thu phí Quốc lộ 8A | Trạm thu phí Quốc lộ 8A,missing_province_context,Trạm thu phí Quốc lộ 8A,keep,Trạm thu phí Quốc lộ 8A,keep,keep,0.9,Tên hiện tại đã rõ và khớp với nguồn Google/current.,keep,Trạm thu phí Quốc lộ 8A,
vn-toll-results-852b9a6b761f54,toll_station,21.438924,105.123438,Trạm thu phí Sai Nga (IC10),Trạm thu phí Sai Nga (IC10) | Trạm thu phí Sai Nga (IC10),missing_province_context,Trạm thu phí Sai Nga (IC10),keep,Trạm thu phí Sai Nga,rename,keep,0.9,"Tên hiện tại có phần '(IC10)' không cần thiết và không có trong nguồn Google, tên đã rõ ràng và khớp với nguồn chính thức.",keep,Trạm thu phí Sai Nga (IC10),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-cb934a0bf0ccfe,toll_station,12.664256,108.114946,Trạm thu phí Sân bay Buôn Ma Thuột,Trạm thu phí Sân bay Buôn Ma Thuột | Trạm thu phí Sân bay Buôn Ma Thuột,missing_province_context,Trạm thu phí Sân bay Buôn Ma Thuột,keep,Trạm thu phí Sân bay Buôn Ma Thuột,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Buôn Ma Thuột,
vn-toll-results-b3e81bf484735a,toll_station,15.415423,108.703482,Trạm thu phí Sân bay Chu Lai,Trạm thu phí Sân bay Chu Lai | Trạm thu phí Sân bay Chu Lai,missing_province_context,Trạm thu phí Sân bay Chu Lai,keep,Trạm thu phí Sân bay Chu Lai,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Sân bay Chu Lai,
vn-toll-results-8da48e912d0c21,toll_station,9.175154,105.175839,Trạm thu phí Sân bay Cà Mau,Trạm thu phí Sân bay Cà Mau | Trạm thu phí Sân bay Cà Mau,missing_province_context,Trạm thu phí Sân bay Cà Mau,keep,Trạm thu phí Sân bay Cà Mau,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, chỉ thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Sân bay Cà Mau,
vn-toll-results-812f332fb6a582,toll_station,8.730259,106.628381,Trạm thu phí Sân bay Côn Đảo,Trạm thu phí Sân bay Côn Đảo | Trạm thu phí Sân bay Côn Đảo,missing_province_context,Trạm thu phí Sân bay Côn Đảo,keep,Trạm thu phí Sân bay Côn Đảo,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Côn Đảo,
vn-toll-results-e5947651734d79,toll_station,11.746721,108.370191,Trạm thu phí Sân bay Liên Khương,Trạm thu phí Sân bay Liên Khương | Trạm thu phí Sân bay Liên Khương,missing_province_context,Trạm thu phí Sân bay Liên Khương,keep,Trạm thu phí Sân bay Liên Khương,keep,keep,0.9,Tên hiện tại đã rõ và khớp với nguồn Google/current.,keep,Trạm thu phí Sân bay Liên Khương,
vn-toll-results-5322ec51832366,toll_station,13.953545,109.050349,Trạm thu phí Sân bay Phù Cát,Trạm thu phí Sân bay Phù Cát | Trạm thu phí Sân bay Phù Cát,missing_province_context,Trạm thu phí Sân bay Phù Cát,keep,Trạm thu phí Sân bay Phù Cát,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Phù Cát,
vn-toll-results-9d556e8755f432,toll_station,16.394408,107.698361,Trạm thu phí Sân bay Phú Bài,Trạm thu phí Sân bay Phú Bài | Trạm thu phí Sân bay Phú Bài,missing_province_context,Trạm thu phí Sân bay Phú Bài,keep,Trạm thu phí Sân bay Phú Bài,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Phú Bài,
vn-toll-results-89f2f678011e91,toll_station,10.159664,103.99769,Trạm thu phí Sân bay Phú Quốc,Trạm thu phí Sân bay Phú Quốc | Trạm thu phí Sân bay Phú Quốc,missing_province_context,Trạm thu phí Sân bay Phú Quốc,keep,Trạm thu phí Sân bay Phú Quốc,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Phú Quốc,
vn-toll-results-f5cbe3fb32560c,toll_station,9.960942,105.133597,Trạm thu phí Sân bay Rạch Giá,Trạm thu phí Sân bay Rạch Giá | Trạm thu phí Sân bay Rạch Giá,missing_province_context,Trạm thu phí Sân bay Rạch Giá,keep,Trạm thu phí Sân bay Rạch Giá,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Rạch Giá,
vn-toll-results-227af1af3afdf1,toll_station,19.892215,105.473591,Trạm thu phí Sân bay Thọ Xuân,Trạm thu phí Sân bay Thọ Xuân | Trạm thu phí Sân bay Thọ Xuân,missing_province_context,Trạm thu phí Sân bay Thọ Xuân,keep,Trạm thu phí Sân bay Thọ Xuân,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Thọ Xuân,
vn-toll-results-87932c98aea4d2,toll_station,13.05066,109.346302,Trạm thu phí Sân bay Tuy Hoà,Trạm thu phí Sân bay Tuy Hoà | Trạm thu phí Sân bay Tuy Hoà,missing_province_context,Trạm thu phí Sân bay Tuy Hoà,keep,Trạm thu phí Sân bay Tuy Hoà,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Tuy Hoà,
vn-toll-results-939faa49c400d0,toll_station,16.050873,108.206409,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,missing_province_context,Trạm thu phí Sân bay Đà Nẵng,keep,Trạm thu phí Sân bay Đà Nẵng,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Đà Nẵng,
vn-toll-results-84e23a122c88c0,toll_station,16.058042,108.20406,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,missing_province_context,Trạm thu phí Sân bay Đà Nẵng,keep,Trạm thu phí Sân bay Đà Nẵng,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Sân bay Đà Nẵng,
vn-toll-results-d1f02767544d7f,toll_station,10.972717,106.800761,Trạm thu phí Số 1 - ĐT768,Trạm thu phí Số 1 - ĐT768 | Trạm thu phí Số 1 - ĐT768,missing_province_context,Trạm thu phí Số 1 - ĐT768,keep,Trạm thu phí Số 1 - ĐT768,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Số 1 - ĐT768,
vn-toll-results-7d8a668438a5d0,toll_station,10.974075,106.771396,Trạm thu phí Số 2 - ĐT747A Km 1+670,Trạm thu phí Số 2 - ĐT747A Km 1+670 | Trạm thu phí Số 2 - ĐT747A Km 1+670,missing_province_context,Trạm thu phí Số 2 - ĐT747A Km 1+670,keep,Trạm thu phí Số 2 - ĐT747A Km 1+670,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Số 2 - ĐT747A Km 1+670,
vn-toll-results-1c57136a69c8e5,toll_station,10.980267,106.847811,Trạm thu phí Số 2A - ĐT768,Trạm thu phí Số 2A - ĐT768 | Trạm thu phí Số 2A - ĐT768,missing_province_context,Trạm thu phí Số 2A - ĐT768,keep,Trạm thu phí Số 2A - ĐT768,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Số 2A - ĐT768,
vn-toll-results-6e4533b3acd003,toll_station,11.028277,106.777486,Trạm thu phí Số 3 - ĐT 747A Km 9+120,Trạm thu phí Số 3 - ĐT 747A Km 9+120 | Trạm thu phí Số 3 - ĐT 747A Km 9+120,missing_province_context,Trạm thu phí Số 3 - ĐT 747A Km 9+120,keep,Trạm thu phí Số 3 - ĐT 747A Km 9+120,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai sót.",keep,Trạm thu phí Số 3 - ĐT 747A Km 9+120,
vn-toll-results-118a315fd99ba0,toll_station,11.028268,106.913057,Trạm thu phí Số 3A - ĐT768,Trạm thu phí Số 3A - ĐT768 | Trạm thu phí Số 3A - ĐT768,missing_province_context,Trạm thu phí Số 3A - ĐT768,keep,Trạm thu phí Số 3A - ĐT768,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Số 3A - ĐT768,
vn-toll-results-4d20271e734d74,toll_station,11.023644,106.899633,Trạm thu phí Số 3B - ĐT768,Trạm thu phí Số 3B - ĐT768 | Trạm thu phí Số 3B - ĐT768,missing_province_context,Trạm thu phí Số 3B - ĐT768,keep,Trạm thu phí Số 3B - ĐT768,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Số 3B - ĐT768,
vn-toll-results-17bd13a8f54c64,toll_station,21.357265,105.606161,Trạm thu phí Tam Đảo (IC4),Trạm thu phí Tam Đảo (IC4) | Trạm thu phí Tam Đảo (IC4),missing_province_context,Trạm thu phí Tam Đảo (IC4),keep,Trạm thu phí Tam Đảo,rename,keep,0.9,Tên hiện tại có phần ngoặc không cần thiết và không có thông tin bổ sung từ nguồn chính thức.,keep,Trạm thu phí Tam Đảo (IC4),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-386eef74a7fe33,toll_station,10.435296,106.295124,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra | Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,missing_province_context,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,keep,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,
vn-toll-results-1a88faa5c34efa,toll_station,20.87189,105.877504,Trạm thu phí Thường Tín,Trạm thu phí Thường Tín | Trạm thu phí Thường Tín,missing_province_context,Trạm thu phí Thường Tín,keep,Trạm thu phí Thường Tín,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Thường Tín,
vn-toll-results-832551acb9094e,toll_station,12.561158,107.822379,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),Trạm thu phí Toàn Mỹ 14 (Km 1807+500) | Trạm thu phí Toàn Mỹ 14 (Km 1807+500),missing_province_context,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),keep,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),
vn-toll-results-43cd4ceb51a555,toll_station,22.152732,104.343695,Trạm thu phí Văn Bàn (IC16),Trạm thu phí Văn Bàn (IC16) | Trạm thu phí Văn Bàn (IC16),missing_province_context,Trạm thu phí Văn Bàn (IC16),keep,Trạm thu phí Văn Bàn,rename,keep,0.9,"Tên hiện tại có phần '(IC16)' không cần thiết và không có trong nguồn Google, cần loại bỏ để chuẩn hóa tên.",keep,Trạm thu phí Văn Bàn (IC16),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-bb234595df3e9c,toll_station,10.81902,106.757905,Trạm thu phí Xa Lộ Hà Nội,Trạm thu phí Xa Lộ Hà Nội | Trạm thu phí Xa Lộ Hà Nội,missing_province_context,Trạm thu phí Xa Lộ Hà Nội,keep,Trạm thu phí Xa Lộ Hà Nội,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Xa Lộ Hà Nội,
vn-toll-results-b2d41027212383,toll_station,10.823889,106.759614,Trạm thu phí Xa lộ Hà Nội,Trạm thu phí Xa lộ Hà Nội | Trạm thu phí Xa lộ Hà Nội,missing_province_context,Trạm thu phí Xa lộ Hà Nội,keep,Trạm thu phí Xa lộ Hà Nội,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí Xa lộ Hà Nội,
vn-toll-results-bb6920af6c9fa1,toll_station,22.343404,104.106081,Trạm thu phí Xuân Giao (IC18),Trạm thu phí Xuân Giao (IC18) | Trạm thu phí Xuân Giao (IC18),missing_province_context,Trạm thu phí Xuân Giao (IC18),keep,Trạm thu phí Xuân Giao,rename,keep,0.9,Tên hiện tại có phần địa danh trong ngoặc không cần thiết và không có bằng chứng từ nguồn chính xác để giữ lại.,keep,Trạm thu phí Xuân Giao (IC18),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-e3b23ff691ff97,toll_station,21.648031,104.891031,Trạm thu phí Yên Bái (IC12),Trạm thu phí Yên Bái (IC12) | Trạm thu phí Yên Bái (IC12),missing_province_context,Trạm thu phí Yên Bái (IC12),keep,Trạm thu phí Yên Bái,rename,keep,0.9,Tên hiện tại có phần địa danh trong ngoặc không cần thiết và không có nguồn hỗ trợ rõ ràng cho phần này.,keep,Trạm thu phí Yên Bái (IC12),Human override: keep Google/current name; IC/parenthetical info may be useful.
vn-toll-results-4427bf100242b5,toll_station,10.838926,107.147478,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây | Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,missing_province_context;missing_road_context,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,keep,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,
vn-toll-results-e9bcdc9b6ca90e,toll_station,10.824753,106.603516,Trạm thu phí Đường M1,Trạm thu phí Đường M1 | Trạm thu phí Đường M1,missing_province_context,Trạm thu phí Đường M1,keep,Trạm thu phí Đường M1,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, chỉ thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Đường M1,
vn-toll-results-77e47d2d58be12,toll_station,10.789745,106.595885,Trạm thu phí Đường Tân Kỳ Tân Quý,Trạm thu phí Đường Tân Kỳ Tân Quý | Trạm thu phí Đường Tân Kỳ Tân Quý,missing_province_context,Trạm thu phí Đường Tân Kỳ Tân Quý,keep,Trạm thu phí Đường Tân Kỳ Tân Quý,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đường Tân Kỳ Tân Quý,
vn-toll-results-76d3e5c63fb60c,toll_station,10.82501,106.602115,Trạm thu phí Đường số 7,Trạm thu phí Đường số 7 | Trạm thu phí Đường số 7,missing_province_context,Trạm thu phí Đường số 7,keep,Trạm thu phí Đường số 7,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Đường số 7,
vn-toll-results-292365965dc6de,toll_station,20.70211,105.912933,Trạm thu phí Đại Xuyên 2,Trạm thu phí Đại Xuyên 2 | Trạm thu phí Đại Xuyên 2,missing_province_context,Trạm thu phí Đại Xuyên 2,keep,Trạm thu phí Đại Xuyên 2,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Đại Xuyên 2,
vn-toll-results-bbbbbeef41c550,toll_station,21.213758,105.801742,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,Trạm phát vé lối vào ga nội địa sân bay Nội Bài | Trạm phát vé lối vào ga nội địa sân bay Nội Bài,missing_province_context,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,keep,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,keep,keep,0.95,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,
vn-toll-results-f4ed6158c3a30d,toll_station,10.547452,106.372365,Trạm thu phí Tân An,Trạm thu phí Tân An | Trạm thu phí Tân An,missing_province_context,Trạm thu phí́ Tân An,keep,Trạm thu phí Tân An,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Tân An,
vn-toll-results-c17a2376b0cb89,toll_station,10.776661,106.92935,Trạm thu phí 319 KCN CNC Long Thành,Trạm thu phí 319 KCN CNC Long Thành | Trạm thu phí 319 KCN CNC Long Thành,missing_province_context,Trạm thu phí 319 KCN CNC Long Thành,keep,Trạm thu phí 319 KCN CNC Long Thành,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí 319 KCN CNC Long Thành,
vn-toll-results-d7533fd75a68cf,toll_station,10.660946,106.723442,Trạm thu phí 4,Trạm thu phí 4 | Trạm thu phí 4,missing_province_context,Trạm thu phí 4,keep,Trạm thu phí 4,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí 4,
vn-toll-results-fbc3025936ef80,toll_station,10.653937,106.938063,Trạm thu phí 5,Trạm thu phí 5 | Trạm thu phí 5,missing_province_context,Trạm thu phí 5,keep,Trạm thu phí 5,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí 5,
vn-toll-results-e2c61b4e755938,toll_station,10.663812,106.971937,Trạm thu phí 6,Trạm thu phí 6 | Trạm thu phí 6,missing_province_context,Trạm thu phí 6,keep,Trạm thu phí 6,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí 6,
vn-toll-results-bded8a9f2a57c8,toll_station,10.730745,106.610549,Trạm thu phí An Lạc,Trạm thu phí An Lạc | Trạm thu phí An Lạc,missing_province_context,Trạm thu phí An Lạc,keep,Trạm thu phí An Lạc,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí An Lạc,
vn-toll-results-6ff2252e49786b,toll_station,18.706686,105.613888,Trạm thu phí BOT,Trạm thu phí BOT | Trạm thu phí BOT,missing_province_context,Trạm thu phí BOT,keep,Trạm thu phí BOT,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí BOT,
vn-toll-results-3a563783bca3f4,toll_station,10.661281,106.55914,Trạm thu phí Bình Chánh,Trạm thu phí Bình Chánh | Trạm thu phí Bình Chánh,missing_province_context,Trạm thu phí Bình Chánh,keep,Trạm thu phí Bình Chánh,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Bình Chánh,
vn-toll-results-f0dbe8703fe60a,toll_station,20.124809,105.851581,Trạm thu phí Bắc Bỉm Sơn,Trạm thu phí Bắc Bỉm Sơn | Trạm thu phí Bắc Bỉm Sơn,missing_province_context,Trạm thu phí Bắc Bỉm Sơn,keep,Trạm thu phí Bắc Bỉm Sơn,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, chỉ thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Bắc Bỉm Sơn,
vn-toll-results-f54373378a0b16,toll_station,20.28872,106.014311,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ | Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,missing_province_context,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,keep,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,
vn-toll-results-951e281d14350c,toll_station,10.502437,105.494554,Trạm thu phí Cầu Mỹ Luông,Trạm thu phí Cầu Mỹ Luông | Trạm thu phí Cầu Mỹ Luông,missing_province_context,Trạm thu phí Cầu Mỹ Luông,keep,Trạm thu phí Cầu Mỹ Luông,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí Cầu Mỹ Luông,
vn-toll-results-48248f4a436b06,toll_station,21.878211,104.675454,Trạm thu phí IC14,Trạm thu phí IC14 | Trạm thu phí IC14,missing_province_context,Trạm thu phí IC14,keep,Trạm thu phí IC14,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí IC14,
vn-toll-results-4b51c698d91be4,toll_station,21.35819,105.605608,Trạm thu phí IC4,Trạm thu phí IC4 | Trạm thu phí IC4,missing_province_context,Trạm thu phí IC4,keep,Trạm thu phí IC4,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí IC4,
vn-toll-results-df25b7187cd049,toll_station,20.707464,105.917503,Trạm thu phí KCN HANSSIP,Trạm thu phí KCN HANSSIP | Trạm thu phí KCN HANSSIP,missing_province_context,Trạm thu phí KCN HANSSIP,keep,Trạm thu phí KCN HANSSIP,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí KCN HANSSIP,
vn-toll-results-b81e9e3b43b716,toll_station,20.539974,105.948268,Trạm thu phí Liêm Tuyền,Trạm thu phí Liêm Tuyền | Trạm thu phí Liêm Tuyền,missing_province_context,Trạm thu phí Liêm Tuyền,keep,Trạm thu phí Liêm Tuyền,keep,keep,0.9,Tên hiện tại đã rõ và khớp với nguồn Google/current.,keep,Trạm thu phí Liêm Tuyền,
vn-toll-results-67a6e410a10e41,toll_station,20.540081,105.947552,Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý) | Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),missing_province_context,Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),keep,Trạm thu phí Liêm Tuyền,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không cần thêm thông tin địa danh trong ngoặc.",keep,Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),
